hostname,st_teff,st_lum,st_mass,st_rad,st_logg,st_met,st_age,sy_dist_log,sy_pm,sy_snum,sy_gaiamag,st_spectype_group,sy_pnum,hz_pnum,has_hz_planet,st_logg_filled
TOI-1431,7690.0,1.06819,1.9,1.92,4.15,0.09,0.29,2.1729676087708825,26.5986578,1,7.97561,A,1,0,0,False
WASP-148,5555.0,-0.13906,0.954,0.912,4.496,0.099,3.6,2.3915578553282515,30.2312754,1,12.0845,,2,0,0,False
HD 63433,5634.0,-0.11748,0.9883,0.9169,4.508,0.079,1.5,1.3503158715460661,15.1178736,1,6.71831,,3,0,0,False
Kepler-1875,6100.0,0.4066,1.15,1.42986,4.18818,,,3.2202258025173416,6.2079531,1,15.0014,,1,0,0,False
Kepler-1914,5982.0,0.024817950827621765,1.047,0.96,4.493,-0.04,,3.2099330228127676,2.3366863,1,15.6826,,1,0,0,False
Kepler-1722,5500.0,-0.2849251347427966,0.859,0.795,4.57,-0.2,,2.887776474968565,12.3014784,1,14.8579,,1,0,0,False
Kepler-1836,6123.0,0.08938119304949274,1.053,0.987,4.472,-0.14,,3.1680906944366596,10.8865645,1,15.623,,1,0,0,False
Kepler-1717,6591.89,0.59298,1.37,1.51748,4.21254,-0.06,,3.003800768483399,7.8016952,1,13.3,,1,0,0,False
Kepler-1771,5861.0,-0.09419029464110276,0.966,0.872,4.541,-0.18,,2.75262609791166,8.8734295,1,13.7005,,1,0,0,False
Kepler-462,7500.0,0.8449342083525552,1.59,1.57,4.22,0.05,0.5,2.7757014473743005,1.356876,1,11.6145,,2,0,0,False
Kepler-1764,6085.02,0.41465,1.14,1.45028,4.17207,0.0114,,3.188219541622006,5.663339,1,14.7454,,1,0,0,False
Kepler-1871,5318.1,0.00294,0.92,1.18198,4.25663,0.376,,2.9317745765676175,6.0109919,1,14.544,,1,0,0,False
Kepler-1832,5278.15,-0.33658,0.91,0.811707,4.57831,-0.42,,2.686791729582479,30.1792274,1,14.3752,,1,0,0,False
Kepler-1784,5442.0,-0.12695808650052604,0.887,0.974,4.409,0.1,,2.9459828358014812,9.3618569,1,15.1562,,1,0,0,False
HR 5183,5794.0,0.3741866750734571,1.07,1.53,4.02,0.1,7.7,1.4977683814390557,522.212304,2,6.17464,,1,0,0,False
Kepler-1821,5524.03,-0.12374,0.97,0.946827,4.4723,0.104,,2.902926552945169,4.4297019,1,14.6369,,1,0,0,False
WASP-153,5914.0,0.5165073369852736,1.336,1.73,4.1,0.34,4.0,2.7854551215749104,8.7825174,1,12.4967,G,1,0,0,False
Kepler-1727,5298.27,-0.25065,0.91,0.889319,4.49899,0.1737,,2.9514283516544633,8.8529595,1,15.3759,,1,0,0,False
Kepler-1909,4962.52,-0.57623,0.819,0.696842,4.66508,-0.2226,,2.8829011805451064,11.0232962,1,15.7907,,1,0,0,False
Kepler-1952,5973.0,0.2888809323041747,0.922,1.305,4.171,-0.34,,2.9304711972059185,5.891628,1,13.8909,,1,0,0,False
LTT 3780,3358.0,-1.78252,0.381,0.38,4.85,0.06,3.1,1.3420553492754626,421.9000381,2,11.8465,,2,0,0,False
Kepler-1684,4706.54,-0.70657,0.75,0.666755,4.6652,0.1267,,2.7937875917912796,3.904733,1,15.765,,1,0,0,False
Kepler-1896,6122.0,0.09698182785994819,1.07,0.996,4.471,-0.1,,3.238776007885096,2.5744023,1,15.7001,,1,0,0,False
HATS-57,5587.0,-0.0942,1.026,0.96,4.484,0.268,2.5,2.4463585042008313,18.9634557,1,12.1816,,1,0,0,False
KELT-20,8720.0,1.1038,1.76,1.565,4.29,-0.29,0.6,2.13489714583719,6.8917079,1,7.57492,A,1,0,0,False
TIC 172900988 Aa,6050.0,0.3624345298213431,1.2384,1.3844,4.2484,0.34,3.1,2.399597583503794,23.8636095,2,10.0477,F,1,0,0,False
GJ 9827,4236.0,-1.00436,0.62,0.58,4.7,-0.29,5.465,1.472185788875804,433.6784124,1,9.83773,K,3,0,0,False
L 98-59,3415.0,-1.94769,0.273,0.303,4.86,-0.46,0.8,1.0260999796408983,353.4129312,1,10.5976,M,4,0,0,False
L 168-9,3842.0,0.0723,0.614,0.604,4.84,-0.03,,1.4005310820689152,344.5330543,1,10.2316,M,1,0,0,False
G 9-40,3348.0,-1.97102,0.29,0.3073,4.926,0.04,9.9,1.4460336155598887,363.6302602,1,12.7331,M,1,0,0,False
Kepler-1768,6047.0,0.4647419547687376,1.202,1.559,4.132,0.14,,2.8012431354563017,0.7493309,1,13.4376,,1,0,0,False
Kepler-1664,5812.0,0.052570870611099135,0.937,1.05,4.37,,8.2,2.7970534577789508,4.4032922,1,13.5307,,1,0,0,False
Kepler-1951,5497.0,-0.17812218329114057,0.782,0.9,4.423,-0.28,,3.106299712317861,6.7797504,1,14.1599,,1,0,0,False
TOI-172,5645.0,0.4609,1.128,1.777,3.993,0.148,7.4,2.535080085480532,54.4541705,1,11.1927,,1,0,0,False
HATS-41,6424.0,0.65321,1.496,1.71,4.14,0.47,1.34,2.8678609441946525,4.7600917,1,12.5892,,1,0,0,False
GJ 486,3291.0,-1.9165,0.333,0.339,4.82,-0.15,4.0,0.9071027300566162,1108.4628997,1,10.094,M,1,0,0,False
TOI-1444,5460.0,-0.17587,0.9513,0.9105,4.496,0.146,3.8,2.098515667928469,50.8049427,1,10.6417,,1,0,0,False
HD 63935,5513.0,-0.11464,0.9406,0.9598,4.445,0.107,6.6,1.6899646901125092,204.496598,1,8.39353,,2,0,0,False
HATS-45,6450.0,0.42488,1.272,1.315,4.305,0.02,1.52,2.887679177265605,4.8666324,1,13.2385,,1,0,0,False
TOI-163,6495.0,0.63649,1.4352,1.648,4.187,0.22,1.823,2.6146009092728226,17.8629324,1,11.2193,F,1,0,0,False
TOI-837,5995.0,0.1271,1.142,1.052,4.453,0.01,0.035,2.1537782906376646,21.27059,1,10.356,F,1,0,0,False
TOI-220,5272.71,-0.26668,0.9,0.881545,4.50182,-0.1007,,1.9577997321572478,70.6444014,1,10.1897,,1,0,0,False
Kepler-1941,6404.0,0.2940273507759944,1.175,1.142,4.393,-0.06,,3.1744639527301364,5.5619451,1,14.6228,,1,0,0,False
TOI-1807,4730.0,-0.66756,0.76,0.69,4.55,-0.04,0.3,1.629180157617113,127.6826101,1,9.67517,,1,0,0,False
HAT-P-59,5678.0,0.05385,1.008,1.1038,4.356,0.217,7.3,2.424017085764521,21.8140942,1,11.6787,,1,0,0,False
Kepler-1939,4525.59,-0.80789,0.712,0.641737,4.67583,0.2962,,2.278371711105706,32.5925741,1,13.3976,,1,0,0,False
Kepler-1804,5109.0,0.23218636048312405,0.929,1.671,3.96,0.1,,2.6379457993697,0.7804002,1,14.4269,,1,0,0,False
Kepler-1666,6297.0,0.17594195374257185,1.084,1.031,4.448,-0.2,,3.1396807762591727,2.5677391,1,15.0151,,2,0,0,False
Kepler-1877,5459.59,-0.07722,0.954,1.02263,4.39818,0.1584,,2.455320038128106,15.9834762,1,12.2289,,1,0,0,False
Kepler-1778,6303.0,0.19345767660962376,1.13,1.05,4.45,,0.3,3.105949366461901,2.1052988,1,15.0421,,1,0,0,False
Kepler-1742,5767.0,-0.14345122421994755,0.937,0.851,4.55,-0.18,,2.8257979327578617,8.7004749,1,14.3735,,1,0,0,False
Kepler-1765,5639.0,-0.01662732226895546,0.88,1.03,4.35,,11.9,2.883352493663155,9.0717297,1,14.8213,,1,0,0,False
Kepler-1676,6122.0,0.09698182785994819,1.07,0.996,4.471,-0.1,,,9.7856416,1,,,1,0,0,False
Kepler-1735,3939.0,-1.233559539526547,0.54,0.52,4.738,-0.25,,2.389702859561782,30.315397,1,15.2237,,1,0,0,False
Kepler-616,5556.24,-0.11149,0.98,0.949172,4.4746,0.1805,,2.9757878299738203,9.4779473,1,14.9475,,3,0,0,False
Kepler-1792,5229.0,-0.16910345920107483,0.878,1.005,4.378,0.32,,2.778895427470499,3.954778,1,15.1726,,1,0,0,False
WASP-164,5806.0,-0.05277019934213019,0.946,0.932,4.47705931169383,-0.01,4.08,2.5152192607950448,20.2995882,1,12.4679,G,1,0,0,True
LHS 3844,3036.0,-2.56543,0.151,0.189,5.06,,,1.172737168164676,800.1786051,1,13.3925,M,1,0,0,False
Kepler-1711,5757.0,0.05081727317289857,0.949,1.068,4.358,-0.02,,2.7710492395991007,11.5056702,1,13.1844,,1,0,0,False
Kepler-1858,5058.9,-0.45269,0.84,0.773028,4.58596,0.2074,,2.9206736753659466,8.4921897,1,15.6406,,1,0,0,False
Kepler-1733,6276.71,0.42985,1.23,1.38712,4.24374,0.14,,3.318169807576398,7.4068579,1,15.357,,1,0,0,False
LP 714-47,3950.0,-1.12494,0.59,0.584,4.64,0.41,,1.7211178288512,203.4340696,1,11.7282,M,1,0,0,False
GJ 1252,3458.0,-1.70774,0.381,0.391,4.836571460883886,0.1,,1.309054985186408,1301.7499099,1,11.2364,M,1,0,0,True
TOI-776,3709.0,-1.3098,0.544,0.538,4.727,-0.2,7.8,1.4340912368488172,289.9988794,1,10.7409,M,2,0,0,False
HD 183579,5788.0,0.012,1.031,0.985,4.5,-0.023,2.6,1.7578900234485169,136.334626,1,8.51549,,1,0,0,False
TOI-1298,5752.0,0.32056,1.2187,1.4536,4.194,0.397,4.3,2.5038396915813554,57.0606264,1,11.4038,,1,0,0,False
TOI-1842,6230.0,0.74036,1.46,2.02,4.1,0.22,2.49,2.3492095118206553,25.1267237,1,9.65981,,1,0,0,False
HIP 97166,5216.0,-0.32514,0.9342,0.8418,4.557,0.248,1.2,1.8192154584027065,33.6362505,1,9.68443,,2,0,0,False
HATS-24,6346.0,0.29226,1.212,1.172,4.384,0.0,0.88,2.69388692268678,17.6067397,1,12.6911,F,1,0,0,False
HATS-52,5790.35,0.02415,1.04,1.02168,4.43647,-0.2843,,2.7443978271520595,29.1925323,1,13.6269,,1,0,0,False
WASP-190,6400.0,0.5858497112146859,1.35,1.6,4.17,-0.02,,2.7342003615974,39.3074383,1,11.6333,F,1,0,0,False
TOI-270,3506.0,-1.7122,0.386,0.378,4.872,-0.2,,1.3517827832817821,282.2188579,1,11.6306,M,3,0,0,False
WASP-91,4935.4,-0.35713,0.81,0.906655,4.43167,0.32,,2.1759232993817155,96.200355,1,11.6236,,1,0,0,False
TOI-125,5282.0,-0.29328,0.871,0.852,4.518,0.069,6.6,2.045553758669799,171.6667708,1,10.718,K,3,0,0,False
TOI-178,4316.0,-0.87943,0.65,0.651,4.45,-0.23,7.1,1.7972606142287193,173.4904992,1,11.1523,K,6,0,0,False
HAT-P-62,5629.0,0.09061,1.023,1.17,4.312,0.414,8.1,2.5425951525138486,46.1882599,1,12.4362,,1,0,0,False
Kepler-1925,6003.0,0.0051950480987455055,1.019,0.932,4.507,-0.14,,3.2482945744637486,17.8610989,1,15.1821,,1,0,0,False
Kepler-1663,3743.0,-1.3738386815179977,0.51,0.49,4.765,0.06,,2.5288216076438776,40.3012411,1,15.6164,,1,0,0,False
Kepler-1713,6334.8,0.48598,1.25,1.4527,4.21063,-0.1135,,2.4702531520195796,12.1540246,1,10.8652,,1,0,0,False
HD 110113,5732.0,-0.042134708514697784,0.997,0.968,4.46,0.14,4.0,2.0265618624657393,14.1817746,1,9.91036,G,2,0,0,False
Ross 128,3192.0,-2.44129,0.168,0.1967,5.077700561887189,-0.02,5.0,0.528214580403417,1365.9371779,1,9.59067,M,1,1,1,True
HATS-75,3790.4,-1.19661,0.6017,0.5848,4.6831,0.522,14.9,2.2899544265177996,12.9903746,1,14.9033,,1,0,0,False
TOI-216,5025.77,-0.43243,0.84,0.801736,4.55428,0.3163,,2.2502857894574997,60.7523014,1,12.1631,,2,0,0,False
Kepler-1892,5379.0,-0.3626767883437487,0.866,0.76,4.61,,0.5,2.9302331028851385,8.6510558,1,15.4008,,1,0,0,False
Kepler-1673,6014.95,0.17906,1.11,1.13166,4.37596,0.228,,2.8616461063542715,3.909737,1,13.5988,,1,0,0,False
TOI-1130,4250.0,-0.85387,0.684,0.687,4.6,0.2,8.2,1.7653771892174073,29.9323414,1,10.9028,K,2,0,0,False
K2-180,5365.0,-0.41341,0.735,0.719,4.591,-0.578,7.5,2.309408705940144,131.9404907,1,12.4039,,1,0,0,False
K2-203,5026.0,-0.47237,0.793,0.765,4.57,-0.021,6.9,2.220492503934271,11.2473261,1,12.1219,,1,0,0,False
WASP-160 B,5298.0,-0.27362288383488,0.87,0.868,4.502479802265635,0.27,9.75,2.4598838069646827,44.0540243,2,12.8842,K,1,0,0,True
HATS-56,6536.0,0.89763,1.573,2.201,3.949,0.19,1.894,2.751593930346615,9.0953519,1,11.4877,,1,0,0,False
TOI-257,6095.0,0.63649,1.407,1.867,4.044,0.175,,1.885942152576614,101.8127398,1,7.41653,,1,0,0,False
TIC 257060897,6019.0,0.624,1.11,1.88626,3.93219,,,2.70389553002088,15.3973767,1,11.6659,,1,0,0,False
WASP-126,5800.0,0.2142092661309503,1.12,1.27,4.28,0.17,6.4,2.3355100530153097,82.7103501,1,11.0665,G,2,0,0,False
Kepler-730,5726.0,-0.007062027725108222,1.0,1.01,4.43,0.07,4.68,3.2866899469258475,5.4834702,1,15.6113,,2,0,0,False
TOI-1259 A,4775.0,-0.6274774448941194,0.744,0.711,4.605,-0.5,4.8,2.072271961124958,100.3626174,2,11.8104,,1,0,0,False
2MASS J0249-0557 A,2859.0,-2.22119,0.294905,0.315959,4.90849,,,1.8199471157869926,60.6305959,2,15.6894,,1,0,0,False
Kepler-1767,5172.78,-0.50273,0.88,0.697975,4.69487,-0.3184,,2.9140817612055216,17.4302316,1,15.7151,,1,0,0,False
Kepler-1811,5561.0,0.08459535305995018,0.946,1.19,4.263,0.16,,3.143189732579349,4.6829828,1,15.1431,,1,0,0,False
HATS-64,6554.0,0.86747,1.564,2.113,3.982,0.22,1.861,3.0334840699765824,3.4795044,1,12.839,,1,0,0,False
TOI-1333,6274.0,0.71349,1.464,1.925,4.034,0.119,2.33,2.302097048152356,14.3701802,2,9.35039,,1,0,0,False
AU Mic,3665.0,-0.99,0.6,0.82,4.52,0.12,0.0185,0.9877600838466117,456.8630854,1,7.84038,,3,0,0,False
NGTS-11,5050.0,-0.3936979849766193,0.862,0.832,4.5,0.22,3.9,2.2797171222346555,17.9456049,1,12.1895,K,1,0,0,False
Kepler-1825,5021.85,-0.53158,0.835,0.716362,4.64949,0.0717,,2.6337249165820555,15.6446494,1,14.3827,,1,0,0,False
Kepler-1902,3854.0,-1.2549115695533979,0.534,0.53,4.718,-0.1,,2.5369836914019577,3.2555069,1,15.662,,1,0,0,False
K2-174,4246.81,-0.77269,0.66,0.758892,4.49725,-0.0294,,1.999692845209277,69.8701912,1,12.0082,,1,0,0,False
K2-321,3750.0,-1.20066,0.578,0.595,4.65,0.148,,1.890358413282296,120.4876494,1,12.8241,,1,0,0,False
K2-212,4272.0,-0.8987584606650013,0.67,0.65,4.64,0.03,,2.0382942194718505,165.6720402,1,12.55,,1,0,0,False
WASP-168,6000.0,0.16393089684222517,1.08,1.12,4.37,-0.01,3.96,2.4827892880125932,20.4958447,2,11.7139,F,1,0,0,False
WASP-161,6400.0,0.64738,1.39,1.712,4.111,0.16,,2.5353954014056135,5.4201637,1,10.8987,,1,0,0,False
HATS-62,5416.0,-0.17328,0.896,0.933,4.451,0.133,9.55,2.718557321499462,8.0892581,1,13.8321,,1,0,0,False
HATS-66,6626.0,0.76716,1.411,1.841,4.057,-0.017,2.17,3.1696685572330923,4.2244222,1,14.0086,,1,0,0,False
Kepler-1651,3759.27,-1.41821,0.57,0.460619,4.86726,-0.0215,,1.8222164769598597,49.8624206,2,13.0716,,1,0,0,False
HATS-69,5137.0,-0.31758,0.892,0.8785,4.501,0.377,8.0,2.617563300094217,19.8898058,1,13.7643,,1,0,0,False
HATS-65,6277.0,0.37658,1.257,1.31,4.303,0.199,1.78,2.6931287228279746,3.4984277,2,12.3793,,1,0,0,False
Kepler-1928,5590.44,-0.10324,0.988,0.946541,4.48055,0.0878,,2.513699585893556,4.8427237,1,12.6182,,1,0,0,False
Kepler-1800,5211.68,-0.18759,0.89,0.988327,4.39766,-0.2576,,2.5446322605156513,33.6730359,1,13.0751,,1,0,0,False
HATS-60,5688.0,0.30016,1.097,1.46,4.148,0.335,7.55,2.6870596340015545,4.4594312,1,12.5004,,1,0,0,False
HATS-67,6594.0,0.54654,1.435,1.441,4.278,0.332,0.51,2.9823205407596807,6.1349588,1,13.5596,,1,0,0,False
HATS-68,6147.0,0.59218,1.351,1.748,4.083,0.21,3.02,2.7810045810387805,23.7676199,1,12.1631,,1,0,0,False
HAT-P-70,8450.0,1.22272,1.89,1.858,4.181,-0.059,0.6,2.5194854089631127,5.6591036,1,9.45174,,1,0,0,False
K2-265,5420.0,-0.18243,0.901,0.92,4.465,0.033,7.8,2.1419856473975862,38.1635607,2,10.9277,,1,0,0,False
Kepler-1468,5774.53,0.53118,1.03,1.84166,3.92049,0.2041,,3.2785798484072415,13.9056353,1,14.9515,,3,0,0,False
TOI-269,3514.0,-1.6641369772482322,0.3917,0.398,4.831,-0.29,,1.7560462538784536,123.6176738,1,13.4258,M,1,0,0,False
LP 791-18,2960.0,-2.6968,0.139,0.171,5.115,-0.09,0.5,1.4231262216172262,228.815105,1,15.0715,M,3,0,0,False
HATS-53,5644.0,0.04532,0.964,1.101,4.34,,9.0,2.767727125679337,35.3234729,1,13.6564,,1,0,0,False
WASP-145 A,4900.0,-0.6213080045061852,0.76,0.68,4.65,-0.04,6.99,1.9604660207231235,107.6894627,2,11.3583,K,1,0,0,False
Qatar-8,5738.0,0.22789,1.029,1.315,4.214,0.025,8.3,2.4494753136028202,47.50645,1,11.3494,G,1,0,0,False
WASP-169,6110.0,0.7038788321309883,1.337,2.011,3.958,0.06,3.802,2.797313253633443,13.7259511,1,11.7206,F,1,0,0,False
K2-225,5520.0,0.38202,1.482,1.7,4.148,0.486,0.0121,2.5536136320045477,38.9429518,1,11.5203,,1,0,0,False
TOI-700,3480.0,-1.63264,0.416,0.42,4.81,-0.07,1.5,1.4931302894540246,191.6726911,1,12.0665,M,4,2,1,False
Kepler-1900,6173.0,0.14977641685679802,1.104,1.041,4.447,-0.04,,3.187641967953542,6.0620314,1,15.2816,,1,0,0,False
K2-201,5507.0,-0.19630155261068488,0.956055,0.878161,4.68,0.13,,2.2965160130035183,40.9996292,1,11.9432,,2,0,0,False
K2-155,3919.0,-1.22915,0.54,0.526,4.732,-0.42,,1.8621301861946897,214.7913175,1,12.2528,,3,1,1,False
K2-161,4972.0,0.558262881423397,0.986876,2.568173,3.63,-0.03,,2.962046691813956,16.3978146,1,12.3574,,1,0,0,False
HD 106315,6290.0,0.29003,1.07,1.18,4.29,-0.24,4.0,2.0388307020108196,12.2799626,1,8.88841,F,2,0,0,False
K2-137,3492.0,-1.5839686712004004,0.463,0.442,4.815,0.08,,1.9950930849940414,79.5954471,1,14.4345,M,1,0,0,False
WASP-151,5871.0,0.14154787415088715,1.077,1.14,4.35,0.1,5.1,2.656193103682251,10.5647679,1,12.6278,G,1,0,0,False
K2-187,5374.67,-0.19607,0.93,0.92027,4.47872,0.266,,2.5197177660831542,32.9140281,1,12.8673,,4,0,0,False
K2-158,5489.0,-0.18831306910827403,0.932757,0.892097,4.46,0.07,,2.295124884058159,62.8591925,1,11.6134,,2,0,0,False
K2-182,5128.0,-0.41117,0.823,0.789,4.56,0.022,6.2,2.1898551137896143,65.1770947,1,11.7202,,1,0,0,False
K2-115,5870.0,-0.10791,0.918,0.855,4.538,-0.198,2.2,2.616571079667936,26.6771291,1,13.2,,1,0,0,False
K2-208,5500.0,-0.20135,0.881,0.872,4.503,-0.064,6.1,2.4097421269556474,47.3817757,1,12.3135,,1,0,0,False
K2-169,5401.0,-0.15126,0.939,0.959568,4.44658,,,2.37266718327463,12.3031267,1,12.0063,,1,0,0,False
K2-159,5505.6,-0.28912,0.966,0.787918,4.63008,0.047,,2.2329910308948246,26.5429482,1,11.6397,,1,0,0,False
K2-108,5474.0,0.3921851196362955,1.121,1.75,3.99,0.33,7.8,2.67878688485067,23.73957,1,12.1704,,1,0,0,False
K2-248,5528.0,-0.14926235787703418,0.88,0.92,4.45,-0.1,,2.6087976500961627,37.0105059,1,13.2616,,1,0,0,False
K2-130,4528.0,-0.8062389107739659,0.675067,0.64361,4.62,-0.24,,2.0719224904980478,62.8997076,1,12.3253,,1,0,0,False
K2-191,5012.0,-0.34502,0.832,0.891502,4.45795,,,2.4581662891821643,26.579378,1,12.9948,,1,0,0,False
K2-294,5652.0,0.09584,1.0,1.16458,4.30573,,,2.5717996399271734,22.1495306,1,12.37,,1,0,0,False
K2-207,5522.0,-0.1434807162109858,0.941851,0.928158,4.41,0.11,,2.5599831881129593,45.2973446,1,12.9687,,1,0,0,False
K2-168,5286.5,-0.15043,0.908,1.00254,4.39395,-0.29,,2.3872741177238908,47.271108,1,12.0976,,2,0,0,False
K2-173,5573.35,-0.05981,0.983,1.00118,4.42959,-0.533,,2.359154110911259,67.7448693,1,12.1848,,1,0,0,False
K2-154,3978.0,-1.01773,0.672,0.649,4.645,0.19,,2.111786577671488,34.5756423,1,13.3173,M,2,0,0,False
K2-189,5519.0,-0.20063006853442136,0.94,0.87,4.53,0.0,,2.3840181090480472,60.2307097,1,12.2538,,2,0,0,False
K2-237,6360.0,0.37107,1.263,1.261,4.339,0.137,1.02,2.4983036601716844,10.2149825,1,11.4668,,1,0,0,False
K2-146,3385.0,-1.82391,0.358,0.35,4.906,-0.02,,1.8992742826364797,129.9980836,1,14.9834,M,2,0,0,False
K2-233,4950.0,-0.52288,0.8,0.745,4.71,0.07,0.36,1.8293436617515293,36.9808715,1,10.4191,K,3,0,0,False
Kepler-1649,3240.0,-2.28735,0.1977,0.2317,5.004,-0.15,,1.9646899390550712,168.2260947,1,16.2682,,2,1,1,False
K2-226,5288.0,-0.25337,0.856,0.889,4.473,-0.05,9.6,2.324827554004965,22.382493,1,12.0917,,1,0,0,False
K2-330,6266.98,0.47702,1.221,1.46908,4.19069,-0.082,,2.204459142752743,28.5672002,1,9.51275,,1,0,0,False
K2-250,5003.0,-0.44491,0.809,0.797,4.544,-0.02,8.2,2.617742413281413,51.2570081,1,13.9725,,1,0,0,False
K2-221,5623.0,-0.01879,1.0,1.03115,4.41143,,,2.5035319352984367,17.3704184,1,12.4149,,1,0,0,False
K2-254,4629.0,-0.7330118214998169,0.71,0.67,4.64,-0.14,,2.3575060553099654,13.8643151,1,13.7427,,2,0,0,False
K2-185,5722.0,-0.0946947476548491,0.976219,0.914349,4.58,-0.05,,2.4287129281929203,24.1994031,1,12.0636,,2,0,0,False
K2-133,3798.0,-1.40214,0.456853,0.459697,4.7729,,,1.8760462834918659,191.3593293,1,13.3245,,4,1,1,False
K2-111,5730.0,0.27875,0.88,1.23,4.15,-0.53,10.77,2.3018847141717518,127.3664026,1,10.9294,,2,0,0,False
K2-121,4664.8,-0.74531,0.74,0.649127,4.68264,0.1107,,2.2289082785207137,20.2195641,1,12.9247,,1,0,0,False
K2-175,5929.25,0.49357,1.081,1.67277,4.02502,0.0356,,2.393164403350666,22.1913971,1,10.6251,,1,0,0,False
WASP-147,5909.0,0.29555,1.07,1.3409,4.21266,,,2.639584094949153,8.7482342,1,12.1832,,1,0,0,False
K2-199,4491.0,-0.73283,0.711,0.682,4.624300851416809,-0.01,5.04,2.0314811772402344,61.1741013,1,11.9053,,2,0,0,True
K2-110,5010.0,-0.5415801868599988,0.738,0.713,4.6,-0.34,8.0,2.0662289904544826,111.655564,1,11.6627,K,1,0,0,False
K2-183,5436.47,-0.13179,0.95,0.968558,4.44354,0.0642,,2.517250016382659,4.0098553,1,12.6702,,3,0,0,False
K2-136,4500.0,-0.7765,0.742,0.677,4.68,-0.02,0.65,1.7726692966158357,90.2037185,2,10.8545,,3,0,0,False
EPIC 206024342,5759.0,-0.14731,1.03,0.847822,4.5943,,,2.568070242052569,35.632147,1,12.9682,,3,0,0,False
Wolf 503,4716.0,-0.64397,0.688,0.69,4.62,-0.47,11.0,1.6486136819725636,667.8450777,1,9.89816,K,1,0,0,False
EPIC 249893012,5230.8,0.40642,0.892,1.94414,3.81098,0.05,,2.5069053188016235,36.8679057,1,11.4019,,3,0,0,False
K2-148,4079.0,-0.99568,0.65,0.632,4.653,-0.11,,2.0950228177319907,45.3227041,2,13.0599,,3,0,0,False
K2-198,5183.84,-0.40084,0.879,0.781501,4.5962,0.094,,2.043625526096857,42.7234233,1,10.9955,,3,0,0,False
K2-285,5144.54,-0.42443,0.868,0.772222,4.6011,0.099,,2.1902224103251524,37.0557502,1,11.804,,4,0,0,False
HD 5278,6203.0,0.28035,1.126,1.194,4.5,-0.12,3.0,1.7603063544431026,142.7158932,1,7.80375,F,2,0,0,False
K2-171,5250.0,0.3032993141910946,0.891587,1.717458,3.95,-0.09,,2.7825643466475594,9.0632341,1,12.4386,,1,0,0,False
K2-184,5237.31,-0.39912,0.89,0.767142,4.61771,-0.021,,1.878439639436053,90.6855881,1,10.13,,1,0,0,False
EPIC 201170410,3648.0,-1.8983926147684762,0.287,0.282,4.999,-0.048,,,21.8630759,1,16.4386,,1,0,0,False
K2-257,3725.0,-1.3646650330234282,0.52,0.5,4.76,-0.03,,1.806224079777496,55.2841438,1,12.8602,,1,0,0,False
Kepler-799,5681.0,-0.09244509581580783,0.95,0.93,4.49,-0.07,3.98,,12.4686607,1,,,2,0,0,False
Kepler-1853,4934.0,-0.571796871979693,0.72,0.71,4.59,,14.0,2.750005154904442,4.8077186,1,15.0482,,1,0,0,False
Kepler-1926,5256.0,-0.32424207124436727,0.768,0.832,4.483,-0.16,,2.824389455936208,6.5999396,1,15.6668,,1,0,0,False
Kepler-1741,3842.11,-1.24232,0.591,0.53995,4.74495,-0.0066,,2.432550820472434,11.8574268,1,15.6903,,1,0,0,False
Kepler-1753,5178.0,-0.40961992803547104,0.853,0.777,4.588,0.02,,2.849841831499044,8.2501546,1,15.5134,,1,0,0,False
Kepler-1668,5900.0,-0.007341069589308084,1.065,0.951,4.509,0.07,,3.1256894169105953,3.5672173,1,15.6767,,1,0,0,False
Kepler-1795,4500.0,-0.7590832184603153,0.768,0.688,4.638,0.28,,,18.5988314,1,15.7903,,1,0,0,False
Kepler-1720,5582.0,-0.2011129699936783,0.937,0.85,4.551,-0.02,,2.798957788073675,13.4575346,1,14.6634,,1,0,0,False
Kepler-1831,5774.0,-0.0455,1.03,0.94831,4.497,,,3.0226304175279526,14.5826213,1,15.0112,,1,0,0,False
K2-292,5725.0,0.058844809896237193,1.0,1.09,4.33,0.07,6.8,2.058019632368446,88.2152953,1,9.75597,G,1,0,0,False
K2-116,4547.0,-0.7417584249971556,0.726778,0.687426,4.64,0.01,,1.6935994551106315,223.1556304,1,10.3281,,1,0,0,False
GJ 1265,3236.0,-2.4389,0.178,0.192,5.09,-0.04,,1.0108297779595223,909.990783,1,12.0807,M,1,0,0,False
K2-197,5627.0,-0.11379,0.997,0.923,4.50636,,,2.3938155341094927,46.8809182,1,11.9937,,1,0,0,False
K2-282,5523.0,-0.13215426993860677,0.95,0.94,4.47,0.15,,2.6957346493818024,32.432431,1,13.8183,,2,0,0,False
K2-246,5508.98,-0.14073,0.97,0.933562,4.48455,-0.278,,2.847335706613599,24.2702425,1,14.3512,,1,0,0,False
K2-140,5654.0,-0.04915,1.005,0.987,4.452,0.12,4.22,2.5414756498623183,9.1626225,1,12.4814,G,1,0,0,False
K2-205,5835.44,0.21408,1.05,1.25184,4.26416,-0.314,,2.607777675278693,25.3438946,1,12.2509,,1,0,0,False
K2-138,5356.3,-0.2596289852455033,0.935,0.863,4.54,0.14,2.8,2.306607285750836,10.5710313,1,12.0252,,6,0,0,False
WASP-81,5870.0,0.24551,1.08,1.283,4.258,-0.36,,2.600433774813152,31.2138219,1,12.3326,,1,0,0,False
